"PublYearMonth","Company","PSOE","PP","VOX","UP","Cs","ERC","CC","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2018-jan","CIS",0.231,0.263,NA,0.19,0.207,0.034,0.002,NA,2477,NA,2018-01-02,2018-01-14,FALSE,"CIS"
"2018-jan","Metroscopia",0.216,0.232,NA,0.151,0.271,NA,NA,NA,1332,NA,2018-01-09,2018-01-11,FALSE,"Metroscopia"
"2018-jan","GAD3",0.242,0.247,NA,0.147,0.262,0.029,0.003,NA,800,NA,2018-01-08,2018-01-11,FALSE,"GAD3"
"2018-jan","Simple Lógica",0.234,0.218,NA,0.178,0.241,NA,NA,NA,1079,NA,2018-01-02,2018-01-08,FALSE,"Simple Lógica"
"2018-jan","Celeste-Tel",0.251,0.298,0.002,0.169,0.186,0.025,0.003,NA,1100,NA,2018-01-02,2018-01-05,FALSE,"Celeste-Tel"
"2017-dec","NC Report",0.238,0.3,0.007,0.161,0.188,0.03,0.003,NA,1000,NA,2017-12-26,2017-12-30,FALSE,"NC Report"
"2017-dec","Invymark",0.233,0.276,NA,0.157,0.224,0.023,NA,NA,NA,NA,2017-12-25,2017-12-29,FALSE,"Invymark"
"2017-dec","SocioMétrica",0.225,0.241,0.017,0.162,0.239,0.035,0.005,NA,1000,NA,2017-12-22,2017-12-29,FALSE,"SocioMétrica"
"2017-dec","JM&A",0.23,0.258,NA,0.176,0.224,0.029,0.003,NA,NA,NA,2017-12-26,2017-12-26,FALSE,"JM&A"
"2017-dec","Simple Lógica",0.238,0.248,NA,0.163,0.228,NA,NA,NA,1077,NA,2017-12-05,2017-12-13,FALSE,"Simple Lógica"
"2017-dec","Celeste-Tel",0.247,0.302,NA,0.174,0.177,NA,NA,NA,1100,NA,2017-12-01,2017-12-07,FALSE,"Celeste-Tel"
"2017-nov","Invymark",0.253,0.301,NA,0.17,0.164,0.028,NA,NA,NA,NA,2017-11-13,2017-11-17,FALSE,"Invymark"
"2017-nov","Celeste-Tel",0.242,0.303,NA,0.177,0.175,0.027,0.003,NA,1100,NA,2017-11-06,2017-11-10,FALSE,"Celeste-Tel"
"2017-nov","Metroscopia",0.227,0.261,NA,0.147,0.227,NA,NA,NA,1730,NA,2017-11-06,2017-11-08,FALSE,"Metroscopia"
"2017-nov","Simple Lógica",0.248,0.271,NA,0.151,0.216,NA,NA,NA,1071,NA,2017-11-02,2017-11-08,FALSE,"Simple Lógica"
"2017-nov","SocioMétrica",0.248,0.275,0.02,0.157,0.206,0.021,0.003,NA,800,NA,2017-10-27,2017-11-03,FALSE,"SocioMétrica"
"2017-nov","Invymark",0.251,0.303,NA,0.175,0.158,NA,NA,NA,1200,NA,2017-10-30,2017-11-02,FALSE,"Invymark"
"2017-oct","Sigma Dos",0.26,0.314,NA,0.153,0.167,0.03,NA,NA,1250,NA,2017-10-23,2017-10-26,FALSE,"Sigma Dos"
"2017-oct","Invymark",0.249,0.3,NA,0.195,0.146,NA,NA,NA,1100,NA,2017-10-16,2017-10-20,FALSE,"Invymark"
"2017-oct","JM&A",0.22,0.276,NA,0.21,0.182,0.028,0.003,NA,NA,NA,2017-10-14,2017-10-14,FALSE,"JM&A"
"2017-oct","NC Report",0.22,0.314,0.006,0.175,0.178,0.03,0.003,NA,1000,NA,2017-10-11,2017-10-14,FALSE,"NC Report"
"2017-oct","CIS (SocioMétrica)",0.249,0.272,NA,0.155,0.187,0.029,0.003,NA,2487,NA,2017-10-02,2017-10-11,FALSE,"CIS (SocioMétrica)"
"2017-oct","CIS",0.242,0.28,NA,0.185,0.175,0.027,0.003,NA,2487,NA,2017-10-02,2017-10-11,FALSE,"CIS"
"2017-oct","DYM",0.24,0.299,NA,0.169,0.175,NA,NA,NA,982,NA,2017-09-26,2017-10-11,FALSE,"DYM"
"2017-oct","Celeste-Tel",0.236,0.306,NA,0.181,0.172,0.028,0.003,NA,1100,NA,2017-10-09,2017-10-10,FALSE,"Celeste-Tel"
"2017-oct","Simple Lógica",0.242,0.277,NA,0.166,0.207,NA,NA,NA,1053,NA,2017-10-02,2017-10-10,FALSE,"Simple Lógica"
"2017-oct","GAD3",0.218,0.298,NA,0.179,0.195,0.031,0.003,NA,1238,NA,2017-10-02,2017-10-06,FALSE,"GAD3"
"2017-sep","Invymark",0.245,0.302,NA,0.2,0.141,NA,NA,NA,NA,NA,2017-09-11,2017-09-15,FALSE,"Invymark"
"2017-sep","Simple Lógica",0.25,0.301,NA,0.188,0.158,NA,NA,NA,1078,NA,2017-09-05,2017-09-14,FALSE,"Simple Lógica"
"2017-sep","GAD3",0.239,0.319,NA,0.183,0.158,0.035,0.003,NA,1000,NA,2017-09-04,2017-09-08,FALSE,"GAD3"
"2017-sep","Celeste-Tel",0.254,0.309,NA,0.187,0.149,0.029,0.003,NA,1100,NA,2017-09-01,2017-09-08,FALSE,"Celeste-Tel"
"2017-sep","MyWord",0.261,0.309,NA,0.175,0.141,NA,NA,NA,1003,NA,2017-09-04,2017-09-07,FALSE,"MyWord"
"2017-sep","Sigma Dos",0.264,0.308,NA,0.195,0.127,0.023,NA,NA,1000,NA,2017-09-04,2017-09-07,FALSE,"Sigma Dos"
"2017-sep","JM&A",0.234,0.281,NA,0.2,0.174,0.029,0.003,NA,NA,NA,2017-09-01,2017-09-01,FALSE,"JM&A"
"2017-aug","Simple Lógica",0.25,0.308,NA,0.188,0.137,NA,NA,NA,NA,NA,2017-08-01,2017-08-10,FALSE,"Simple Lógica"
"2017-aug","Celeste-Tel",0.25,0.311,NA,0.189,0.149,0.029,0.003,NA,1100,NA,2017-08-01,2017-08-07,FALSE,"Celeste-Tel"
"2017-jul","Redondo & Asociados",0.238,0.287,NA,0.196,0.143,NA,NA,NA,NA,NA,2017-07-31,2017-07-31,FALSE,"Redondo & Asociados"
"2017-jul","Metroscopia",0.22,0.269,NA,0.197,0.185,NA,NA,NA,1700,NA,2017-07-14,2017-07-18,FALSE,"Metroscopia"
"2017-jul","Invymark",0.234,0.307,NA,0.213,0.136,NA,NA,NA,NA,NA,2017-07-10,2017-07-14,FALSE,"Invymark"
"2017-jul","MyWord",0.236,0.292,NA,0.19,0.145,NA,NA,NA,1003,NA,2017-07-07,2017-07-12,FALSE,"MyWord"
"2017-jul","Simple Lógica",0.241,0.272,NA,0.204,0.172,NA,NA,NA,1003,NA,2017-07-03,2017-07-10,FALSE,"Simple Lógica"
"2017-jul","CIS",0.249,0.288,NA,0.203,0.145,0.029,0.004,NA,2490,NA,2017-07-01,2017-07-10,FALSE,"CIS"
"2017-jul","NC Report",0.223,0.342,0.004,0.191,0.139,0.029,0.003,NA,1000,NA,2017-07-09,2017-07-09,FALSE,"NC Report"
"2017-jul","Celeste-Tel",0.244,0.316,NA,0.188,0.151,0.029,0.003,NA,1100,NA,2017-07-03,2017-07-07,FALSE,"Celeste-Tel"
"2017-jul","JM&A",0.255,0.292,NA,0.185,0.153,0.028,0.003,NA,NA,NA,2017-07-05,2017-07-05,FALSE,"JM&A"
"2017-jun","Invymark",0.242,0.3,NA,0.211,0.138,NA,NA,NA,NA,NA,2017-06-26,2017-06-30,FALSE,"Invymark"
"2017-jun","Metroscopia",0.216,0.255,NA,0.206,0.188,NA,NA,NA,1017,NA,2017-06-27,2017-06-28,FALSE,"Metroscopia"
"2017-jun","DYM",0.25,0.309,NA,0.175,0.158,NA,NA,NA,1219,NA,2017-06-22,2017-06-28,FALSE,"DYM"
"2017-jun","Invymark",0.236,0.304,NA,0.21,0.142,NA,NA,NA,NA,NA,2017-06-12,2017-06-16,FALSE,"Invymark"
"2017-jun","SocioMétrica",0.242,0.267,NA,0.191,0.181,0.033,0.005,NA,800,NA,2017-06-06,2017-06-16,FALSE,"SocioMétrica"
"2017-jun","Simple Lógica",0.253,0.299,NA,0.186,0.168,NA,NA,NA,1004,NA,2017-06-05,2017-06-09,FALSE,"Simple Lógica"
"2017-jun","Invymark",0.23,0.309,NA,0.209,0.143,NA,NA,NA,NA,NA,2017-06-05,2017-06-09,FALSE,"Invymark"
"2017-jun","Celeste-Tel",0.235,0.319,NA,0.19,0.145,0.028,0.003,NA,1100,NA,2017-06-01,2017-06-07,FALSE,"Celeste-Tel"
"2017-jun","MyWord",0.248,0.286,NA,0.189,0.157,NA,NA,NA,1008,NA,2017-05-30,2017-06-01,FALSE,"MyWord"
"2017-jun","GAD3",0.259,0.307,NA,0.178,0.154,0.029,0.003,NA,805,NA,2017-05-29,2017-06-01,FALSE,"GAD3"
"2017-jun","Metroscopia",0.228,0.259,NA,0.192,0.187,NA,NA,NA,1768,NA,2017-05-29,2017-06-01,FALSE,"Metroscopia"
"2017-jun","NC Report",0.205,0.36,0.003,0.202,0.126,0.028,0.003,NA,1000,NA,2017-05-22,2017-06-01,FALSE,"NC Report"
"2017-may","Invymark",0.228,0.312,NA,0.208,0.141,NA,NA,NA,NA,NA,2017-05-22,2017-05-26,FALSE,"Invymark"
"2017-may","Redondo & Asociados",0.23,0.29,NA,0.22,0.16,NA,NA,NA,NA,NA,2017-05-22,2017-05-22,FALSE,"Redondo & Asociados"
"2017-may","Invymark",0.22,0.317,NA,0.212,0.142,NA,NA,NA,NA,NA,2017-05-15,2017-05-19,FALSE,"Invymark"
"2017-may","Simple Lógica",0.223,0.309,NA,0.198,0.148,NA,NA,NA,1002,NA,2017-05-03,2017-05-12,FALSE,"Simple Lógica"
"2017-may","Sigma Dos",0.235,0.311,NA,0.216,0.143,0.026,NA,NA,1200,NA,2017-05-08,2017-05-10,FALSE,"Sigma Dos"
"2017-may","Celeste-Tel",0.225,0.348,NA,0.193,0.127,0.028,0.003,NA,1100,NA,2017-05-02,2017-05-05,FALSE,"Celeste-Tel"
"2017-may","Invymark",0.217,0.32,NA,0.216,0.138,NA,NA,NA,NA,NA,2017-05-02,2017-05-05,FALSE,"Invymark"
"2017-may","JM&A",0.227,0.27,NA,0.218,0.171,0.027,0.003,NA,NA,NA,2017-05-02,2017-05-02,FALSE,"JM&A"
"2017-apr","SocioMétrica",0.212,0.316,NA,0.194,0.167,0.028,0.004,NA,800,NA,2017-04-05,2017-04-12,FALSE,"SocioMétrica"
"2017-apr","NC Report",0.21,0.368,0.002,0.202,0.118,0.027,0.003,NA,1000,NA,2017-04-05,2017-04-11,FALSE,"NC Report"
"2017-apr","Simple Lógica",0.238,0.308,NA,0.193,0.139,NA,NA,NA,1008,NA,2017-04-03,2017-04-10,FALSE,"Simple Lógica"
"2017-apr","CIS",0.199,0.315,NA,0.197,0.149,0.029,0.003,NA,2492,NA,2017-04-01,2017-04-08,FALSE,"CIS"
"2017-apr","Celeste-Tel",0.223,0.351,NA,0.192,0.129,0.028,0.003,NA,1100,NA,2017-04-03,2017-04-07,FALSE,"Celeste-Tel"
"2017-apr","Metroscopia",0.202,0.302,NA,0.207,0.174,NA,NA,NA,3166,NA,2017-03-30,2017-04-06,FALSE,"Metroscopia"
"2017-mar","Invymark",0.214,0.332,NA,0.214,0.129,NA,NA,NA,NA,NA,2017-03-27,2017-03-31,FALSE,"Invymark"
"2017-mar","MyWord",0.226,0.307,NA,0.203,0.14,NA,NA,NA,1055,NA,2017-03-21,2017-03-26,FALSE,"MyWord"
"2017-mar","Invymark",0.21,0.326,NA,0.219,0.134,NA,NA,NA,NA,NA,2017-03-13,2017-03-17,FALSE,"Invymark"
"2017-mar","NC Report",0.208,0.37,0.003,0.202,0.113,0.027,0.003,NA,1000,NA,2017-03-13,2017-03-17,FALSE,"NC Report"
"2017-mar","DYM",0.2,0.31,NA,0.199,0.162,NA,NA,NA,1010,NA,2017-03-07,2017-03-15,FALSE,"DYM"
"2017-mar","JM&A",0.182,0.312,NA,0.237,0.162,0.026,0.004,NA,NA,NA,2017-03-12,2017-03-12,FALSE,"JM&A"
"2017-mar","Metroscopia",0.19,0.312,NA,0.215,0.165,NA,NA,NA,1230,NA,2017-03-06,2017-03-09,FALSE,"Metroscopia"
"2017-mar","Simple Lógica",0.209,0.299,NA,0.2,0.157,NA,NA,NA,1006,NA,2017-03-01,2017-03-09,FALSE,"Simple Lógica"
"2017-mar","Celeste-Tel",0.221,0.356,NA,0.193,0.121,0.028,0.003,NA,1100,NA,2017-03-01,2017-03-07,FALSE,"Celeste-Tel"
"2017-mar","Invymark",0.213,0.332,NA,0.215,0.128,NA,NA,NA,NA,NA,2017-02-27,2017-03-03,FALSE,"Invymark"
"2017-mar","Sigma Dos",0.202,0.343,NA,0.217,0.126,0.026,NA,NA,1000,NA,2017-02-27,2017-03-02,FALSE,"Sigma Dos"
"2017-feb","GESOP",0.211,0.322,NA,0.217,0.14,0.028,NA,NA,1000,NA,2017-02-19,2017-02-22,FALSE,"GESOP"
"2017-feb","SocioMétrica",0.186,0.325,NA,0.202,0.154,0.03,0.003,NA,800,NA,2017-02-13,2017-02-17,FALSE,"SocioMétrica"
"2017-feb","Invymark",0.211,0.333,NA,0.22,0.125,NA,NA,NA,NA,NA,2017-02-13,2017-02-17,FALSE,"Invymark"
"2017-feb","JM&A",0.18,0.327,NA,0.242,0.144,NA,NA,NA,NA,NA,2017-02-13,2017-02-13,FALSE,"JM&A"
"2017-feb","Simple Lógica",0.214,0.31,NA,0.226,0.137,NA,NA,NA,1005,NA,2017-02-06,2017-02-10,FALSE,"Simple Lógica"
"2017-feb","Celeste-Tel",0.213,0.357,NA,0.197,0.121,0.028,0.003,NA,1100,NA,2017-02-01,2017-02-07,FALSE,"Celeste-Tel"
"2017-feb","MyWord",0.218,0.327,NA,0.205,0.126,NA,NA,NA,1000,NA,2017-01-31,2017-02-06,FALSE,"MyWord"
"2017-feb","NC Report",0.199,0.368,0.003,0.208,0.115,0.027,0.003,NA,1000,NA,2017-01-28,2017-02-02,FALSE,"NC Report"
"2017-feb","GAD3",0.204,0.342,NA,0.208,0.138,0.028,0.003,NA,805,NA,2017-01-25,2017-02-02,FALSE,"GAD3"
"2017-jan","Invymark",0.206,0.341,NA,0.226,0.117,NA,NA,NA,NA,NA,2017-01-23,2017-01-27,FALSE,"Invymark"
"2017-jan","Simple Lógica",0.182,0.334,NA,0.226,0.147,NA,NA,NA,NA,NA,2017-01-09,2017-01-13,FALSE,"Simple Lógica"
"2017-jan","Invymark",0.202,0.343,NA,0.229,0.113,0.026,NA,NA,NA,NA,2017-01-09,2017-01-13,FALSE,"Invymark"
"2017-jan","Metroscopia",0.191,0.332,NA,0.217,0.155,NA,NA,NA,1578,NA,2017-01-10,2017-01-12,FALSE,"Metroscopia"
"2017-jan","CIS",0.186,0.33,NA,0.217,0.124,0.03,0.002,NA,2490,NA,2017-01-02,2017-01-12,FALSE,"CIS"
"2017-jan","Celeste-Tel",0.207,0.359,NA,0.203,0.124,0.028,0.003,NA,1100,NA,2017-01-02,2017-01-09,FALSE,"Celeste-Tel"
"2017-jan","GIPEyOP",0.199,0.349,NA,0.206,0.133,0.029,0.003,NA,5414,NA,2017-12-14,2017-01-04,FALSE,"GIPEyOP"
"2017-jan","JM&A",0.174,0.321,NA,0.248,0.148,0.027,0.004,NA,NA,NA,2017-01-02,2017-01-02,FALSE,"JM&A"
"2016-dec","Sigma Dos",0.194,0.348,NA,0.225,0.126,0.027,NA,NA,1000,NA,2016-12-23,2016-12-29,FALSE,"Sigma Dos"
"2016-dec","SocioMétrica",0.188,0.33,NA,0.211,0.155,0.027,0.003,NA,800,NA,2016-12-22,2016-12-29,FALSE,"SocioMétrica"
"2016-dec","Invymark",0.204,0.345,NA,0.224,0.118,NA,NA,NA,NA,NA,2016-12-19,2016-12-23,FALSE,"Invymark"
"2016-dec","Redondo & Asociados",0.2,0.34,NA,0.22,0.12,NA,NA,NA,NA,NA,2016-12-20,2016-12-20,FALSE,"Redondo & Asociados"
"2016-dec","NC Report",0.193,0.369,0.004,0.212,0.116,0.027,0.003,NA,1000,NA,2016-12-13,2016-12-17,FALSE,"NC Report"
"2016-dec","GAD3",0.192,0.341,NA,0.216,0.142,0.028,0.003,NA,800,NA,2016-12-13,2016-12-16,FALSE,"GAD3"
"2016-dec","Invymark",0.199,0.347,NA,0.226,0.121,NA,NA,NA,NA,NA,2016-12-12,2016-12-16,FALSE,"Invymark"
"2016-dec","Simple Lógica",0.199,0.339,NA,0.21,0.145,NA,NA,NA,1000,NA,2016-12-01,2016-12-07,FALSE,"Simple Lógica"
"2016-dec","Celeste-Tel",0.202,0.359,NA,0.207,0.127,0.028,0.003,NA,1100,NA,2016-12-01,2016-12-07,FALSE,"Celeste-Tel"
"2016-dec","SocioMétrica",0.196,0.324,NA,0.224,0.154,0.028,0.003,NA,800,NA,2016-11-28,2016-12-02,FALSE,"SocioMétrica"
"2016-dec","Invymark",0.2,0.343,NA,0.229,0.124,NA,NA,NA,1200,NA,2016-11-28,2016-12-02,FALSE,"Invymark"
"2016-nov","Metroscopia",0.179,0.342,NA,0.229,0.145,NA,NA,NA,2650,NA,2016-11-23,2016-11-30,FALSE,"Metroscopia"
"2016-nov","MyWord",0.186,0.338,NA,0.225,0.124,NA,NA,NA,1000,NA,2016-11-17,2016-11-22,FALSE,"MyWord"
"2016-nov","NC Report",0.195,0.369,0.003,0.206,0.114,0.028,0.003,NA,1000,NA,2016-11-15,2016-11-19,FALSE,"NC Report"
"2016-nov","Invymark",0.195,0.348,NA,0.227,0.121,0.025,NA,NA,NA,NA,2016-11-14,2016-11-18,FALSE,"Invymark"
"2016-nov","JM&A",0.183,0.34,NA,0.241,0.131,0.027,0.004,NA,NA,NA,2016-11-16,2016-11-16,FALSE,"JM&A"
"2016-nov","Estudio de Sociología Consultores",0.181,0.368,NA,0.182,0.14,NA,NA,NA,1100,NA,2016-11-07,2016-11-12,FALSE,"Estudio de Sociología Consultores"
"2016-nov","Metroscopia",0.179,0.357,NA,0.231,0.13,NA,NA,NA,1302,NA,2016-11-07,2016-11-11,FALSE,"Metroscopia"
"2016-nov","Simple Lógica",0.176,0.341,NA,0.229,0.145,NA,NA,NA,1003,NA,2016-11-02,2016-11-08,FALSE,"Simple Lógica"
"2016-nov","Celeste-Tel",0.204,0.362,NA,0.202,0.128,0.028,0.003,NA,1100,NA,2016-11-02,2016-11-07,FALSE,"Celeste-Tel"
"2016-nov","Invymark",0.191,0.35,NA,0.226,0.124,0.026,NA,NA,NA,NA,2016-10-31,2016-11-04,FALSE,"Invymark"
"2016-oct","Invymark",0.185,0.353,NA,0.232,0.12,0.027,NA,NA,NA,NA,2016-10-24,2016-10-28,FALSE,"Invymark"
"2016-oct","JJD",0.14,0.35,NA,0.26,0.14,NA,NA,NA,1800,NA,2016-10-18,2016-10-20,FALSE,"JJD"
"2016-oct","Metroscopia",0.18,0.378,NA,0.221,0.116,NA,NA,NA,1388,NA,2016-10-10,2016-10-13,FALSE,"Metroscopia"
"2016-oct","Simple Lógica",0.159,0.368,NA,0.235,0.139,NA,NA,NA,1002,NA,2016-10-03,2016-10-11,FALSE,"Simple Lógica"
"2016-oct","CIS",0.17,0.345,NA,0.218,0.128,0.03,0.005,NA,2491,NA,2016-10-01,2016-10-10,FALSE,"CIS"
"2016-oct","NC Report",0.199,0.367,0.003,0.206,0.119,NA,NA,NA,500,NA,2016-10-03,2016-10-07,FALSE,"NC Report"
"2016-oct","Estudio de Sociología Consultores",0.194,0.365,NA,0.186,0.125,NA,NA,NA,1100,NA,2016-10-03,2016-10-07,FALSE,"Estudio de Sociología Consultores"
"2016-oct","Invymark",0.2,0.341,NA,0.218,0.134,0.026,NA,NA,NA,NA,2016-10-03,2016-10-07,FALSE,"Invymark"
"2016-oct","Celeste-Tel",0.209,0.361,NA,0.205,0.125,0.028,0.003,NA,1100,NA,2016-10-01,2016-10-06,FALSE,"Celeste-Tel"
"2016-oct","DYM",0.196,0.362,NA,0.217,0.118,NA,NA,NA,1132,NA,2016-09-27,2016-10-06,FALSE,"DYM"
"2016-oct","JM&A",0.203,0.33,NA,0.226,0.134,0.028,0.004,NA,NA,NA,2016-10-03,2016-10-03,FALSE,"JM&A"
"2016-sep","SocioMétrica",0.199,0.338,NA,0.214,0.146,0.028,0.003,NA,1000,NA,2016-09-26,2016-09-30,FALSE,"SocioMétrica"
"2016-sep","GAD3",0.186,0.364,NA,0.208,0.119,0.028,0.004,NA,3400,NA,2016-09-05,2016-09-30,FALSE,"GAD3"
"2016-sep","GAD3",0.198,0.354,NA,0.209,0.115,0.027,0.004,NA,2400,NA,2016-09-05,2016-09-28,FALSE,"GAD3"
"2016-sep","JM&A",0.236,0.315,NA,0.204,0.137,0.03,0.004,NA,NA,NA,2016-09-14,2016-09-14,FALSE,"JM&A"
"2016-sep","MyWord",0.22,0.334,NA,0.206,0.129,NA,NA,NA,995,NA,2016-09-09,2016-09-14,FALSE,"MyWord"
"2016-sep","Simple Lógica",0.237,0.336,NA,0.2,0.128,NA,NA,NA,1046,NA,2016-09-01,2016-09-14,FALSE,"Simple Lógica"
"2016-sep","GAD3",0.211,0.339,NA,0.205,0.129,0.027,0.003,NA,802,NA,2016-09-06,2016-09-09,FALSE,"GAD3"
"2016-sep","Invymark",0.218,0.337,NA,0.201,0.14,NA,NA,NA,NA,NA,2016-09-05,2016-09-09,FALSE,"Invymark"
"2016-sep","Metroscopia",0.213,0.348,NA,0.211,0.12,NA,NA,NA,1294,NA,2016-09-06,2016-09-08,FALSE,"Metroscopia"
"2016-sep","Estudio de Sociología Consultores",0.225,0.347,NA,0.195,0.115,NA,NA,NA,1100,NA,2016-09-01,2016-09-07,FALSE,"Estudio de Sociología Consultores"
"2016-sep","NC Report",0.224,0.348,0.003,0.207,0.121,0.028,0.003,NA,1000,NA,2016-08-29,2016-09-03,FALSE,"NC Report"
"2016-aug","Celeste-Tel",0.223,0.34,NA,0.209,0.127,0.025,0.003,NA,1100,NA,2016-08-22,2016-08-27,FALSE,"Celeste-Tel"
"2016-aug","Simple Lógica",0.228,0.354,NA,0.213,0.123,NA,NA,NA,1049,NA,2016-08-01,2016-08-10,FALSE,"Simple Lógica"
"2016-aug","JM&A",0.228,0.327,NA,0.21,0.128,0.028,0.004,NA,NA,NA,2016-08-02,2016-08-02,FALSE,"JM&A"
"2016-jul","NC Report",0.222,0.341,0.002,0.21,0.123,0.029,0.003,NA,1000,NA,2016-07-18,2016-07-25,FALSE,"NC Report"
"2016-jul","Simple Lógica",0.223,0.335,NA,0.216,0.141,NA,NA,NA,1033,NA,2016-07-01,2016-07-15,FALSE,"Simple Lógica"
"2016-jul","CIS",0.231,0.325,NA,0.196,0.12,0.029,0.001,NA,2479,NA,2016-07-01,2016-07-11,FALSE,"CIS"
"2016-jul","Invymark",0.225,0.336,NA,0.212,0.117,NA,NA,NA,NA,NA,2016-06-27,2016-07-01,FALSE,"Invymark"
"2016-jun","Sigma Dos",0.22,0.285,NA,0.256,0.118,0.031,0.003,NA,132000,NA,2016-06-26,2016-06-26,FALSE,"Sigma Dos"
"2016-jun","NC Report",0.22,0.319,NA,0.237,0.13,0.024,0.003,NA,NA,NA,2016-06-25,2016-06-25,FALSE,"NC Report"
"2016-jun","GESOP",0.216,0.287,NA,0.239,0.145,NA,NA,NA,1000,NA,2016-06-23,2016-06-25,FALSE,"GESOP"
"2016-jun","GESOP",0.216,0.287,NA,0.237,0.149,NA,NA,NA,900,NA,2016-06-22,2016-06-24,FALSE,"GESOP"
"2016-jun","GAD3",0.218,0.304,NA,0.248,0.132,0.028,0.003,NA,4000,NA,2016-06-13,2016-06-24,FALSE,"GAD3"
"2016-jun","NC Report",0.216,0.317,NA,0.245,0.131,0.023,0.003,NA,NA,NA,2016-06-23,2016-06-23,FALSE,"NC Report"
"2016-jun","GESOP",0.218,0.28,NA,0.24,0.152,NA,NA,NA,900,NA,2016-06-21,2016-06-23,FALSE,"GESOP"
"2016-jun","GESOP",0.217,0.282,NA,0.236,0.152,NA,NA,NA,900,NA,2016-06-20,2016-06-22,FALSE,"GESOP"
"2016-jun","NC Report",0.214,0.313,NA,0.251,0.132,0.023,0.003,NA,NA,NA,2016-06-21,2016-06-21,FALSE,"NC Report"
"2016-jun","GESOP",0.215,0.285,NA,0.237,0.152,NA,NA,NA,900,NA,2016-06-19,2016-06-21,FALSE,"GESOP"
"2016-jun","GESOP",0.215,0.29,NA,0.237,0.149,NA,NA,NA,900,NA,2016-06-18,2016-06-20,FALSE,"GESOP"
"2016-jun","GAD3",0.212,0.307,NA,0.249,0.141,NA,NA,NA,1900,NA,2016-06-13,2016-06-20,FALSE,"GAD3"
"2016-jun","GIPEyOP",0.22,0.295,NA,0.245,0.145,0.027,NA,NA,10244,NA,2016-06-06,2016-06-20,FALSE,"GIPEyOP"
"2016-jun","Redondo & Asociados",0.215,0.294,NA,0.249,0.151,NA,NA,NA,NA,NA,2016-06-19,2016-06-19,FALSE,"Redondo & Asociados"
"2016-jun","JM&A",0.221,0.298,NA,0.239,0.139,0.024,0.003,NA,NA,NA,2016-06-19,2016-06-19,FALSE,"JM&A"
"2016-jun","Infortécnica",NA,NA,NA,0,NA,NA,NA,NA,2071,NA,2016-06-19,2016-06-19,FALSE,"Infortécnica"
"2016-jun","Invymark",0.199,0.301,NA,0.261,0.138,NA,NA,NA,1200,NA,2016-06-17,2016-06-19,FALSE,"Invymark"
"2016-jun","GESOP",0.219,0.283,NA,0.24,0.149,NA,NA,NA,900,NA,2016-06-17,2016-06-19,FALSE,"GESOP"
"2016-jun","TNS Demoscopia",0.21,0.296,NA,0.247,0.148,NA,NA,NA,500,NA,2016-06-13,2016-06-19,FALSE,"TNS Demoscopia"
"2016-jun","Encuestamos",0.22,0.306,NA,0.239,0.136,0.022,0.002,NA,2400,NA,2016-06-11,2016-06-19,FALSE,"Encuestamos"
"2016-jun","GESOP",0.216,0.288,NA,0.237,0.154,NA,NA,NA,900,NA,2016-06-16,2016-06-18,FALSE,"GESOP"
"2016-jun","GESOP",0.212,0.283,NA,0.242,0.156,NA,NA,NA,900,NA,2016-06-15,2016-06-17,FALSE,"GESOP"
"2016-jun","Celeste-Tel",0.218,0.305,NA,0.253,0.133,0.024,0.003,NA,1100,NA,2016-06-14,2016-06-17,FALSE,"Celeste-Tel"
"2016-jun","A+M",0.217,0.288,NA,0.243,0.162,0.023,0.002,NA,4000,NA,2016-06-13,2016-06-17,FALSE,"A+M"
"2016-jun","Hamalgama–Ágora Integral",0.21,0.304,NA,0.262,0.125,0.021,0.003,NA,1450,NA,2016-06-08,2016-06-17,FALSE,"Hamalgama–Ágora Integral"
"2016-jun","Netquest",0.204,0.304,NA,0.24,0.152,NA,NA,NA,2000,NA,2016-06-07,2016-06-17,FALSE,"Netquest"
"2016-jun","NC Report",0.212,0.311,NA,0.254,0.132,0.023,0.003,NA,2000,NA,2016-06-05,2016-06-17,FALSE,"NC Report"
"2016-jun","Invymark",0.204,0.298,NA,0.253,0.141,NA,NA,NA,NA,NA,2016-06-15,2016-06-16,FALSE,"Invymark"
"2016-jun","Sigma Dos",0.2,0.305,NA,0.248,0.141,0.024,NA,NA,1500,NA,2016-06-14,2016-06-16,FALSE,"Sigma Dos"
"2016-jun","GESOP",0.208,0.286,NA,0.241,0.156,NA,NA,NA,900,NA,2016-06-14,2016-06-16,FALSE,"GESOP"
"2016-jun","GAD3",0.214,0.303,NA,0.246,0.144,0.023,0.003,NA,1400,NA,2016-06-13,2016-06-16,FALSE,"GAD3"
"2016-jun","Celeste-Tel",0.218,0.303,NA,0.251,0.134,0.024,0.003,NA,1100,NA,2016-06-13,2016-06-16,FALSE,"Celeste-Tel"
"2016-jun","MyWord",0.204,0.289,NA,0.248,0.144,NA,NA,NA,1502,NA,2016-06-13,2016-06-16,FALSE,"MyWord"
"2016-jun","DYM",0.21,0.29,NA,0.249,0.152,NA,NA,NA,1011,NA,2016-06-14,2016-06-15,FALSE,"DYM"
