"PublYearMonth","Company","M","L","C","KD","S","V","MP","SD","FI","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2016-aug","Inizio",0.246,0.045,0.083,0.038,0.261,0.094,0.032,0.179,0.017,8,2041,2016-08-19,2016-08-10,2016-08-18,FALSE,"Inizio"
"2016-jul","Demoskop",0.247,0.057,0.079,0.033,0.26,0.076,0.048,0.168,0.022,NA,1250,2016-07-09,2016-06-28,2016-07-05,FALSE,"Demoskop"
"2016-jun","Skop",0.264,0.057,0.077,0.022,0.296,0.072,0.046,0.141,0.019,7,1021,2016-06-30,2016-06-01,2016-06-20,TRUE,"Skop"
"2016-jun","Novus",0.26,0.05,0.067,0.028,0.262,0.075,0.043,0.182,0.024,5.8,4001,2016-06-30,2016-05-30,2016-06-26,FALSE,"Novus"
"2016-jun","YouGov",0.244,0.033,0.074,0.04,0.227,0.074,0.032,0.233,0.031,NA,1511,2016-06-23,2016-06-14,2016-06-16,FALSE,"YouGov"
"2016-jun","Sifo",0.274,0.058,0.063,0.032,0.264,0.071,0.044,0.158,0.027,14.6,1937,2016-06-20,2016-06-07,2016-06-16,FALSE,"Sifo"
"2016-jun","Inizio",0.237,0.042,0.079,0.048,0.254,0.08,0.036,0.195,0.015,8.6,2055,2016-06-17,2016-06-06,2016-06-15,FALSE,"Inizio"
"2016-jun","Sentio",0.21,0.039,0.08,0.028,0.229,0.069,0.053,0.245,0.029,NA,1008,2016-06-13,2016-06-02,2016-06-06,FALSE,"Sentio"
"2016-jun","Demoskop",0.247,0.051,0.069,0.035,0.264,0.069,0.053,0.174,0.023,NA,1250,2016-06-13,2016-05-31,2016-06-08,FALSE,"Demoskop"
"2016-maj","SCB",0.247,0.054,0.061,0.031,0.295,0.068,0.047,0.173,NA,NA,4838,2016-05-31,2016-04-28,2016-05-26,FALSE,"SCB"
"2016-maj","Novus",0.279,0.056,0.064,0.032,0.238,0.077,0.045,0.178,0.022,6.9,3005,2016-05-30,2016-05-09,2016-05-29,FALSE,"Novus"
"2016-maj","YouGov",0.221,0.053,0.079,0.046,0.226,0.075,0.028,0.229,0.028,NA,1524,2016-05-26,2016-05-19,2016-05-23,FALSE,"YouGov"
"2016-maj","Sentio",0.221,0.045,0.05,0.037,0.248,0.078,0.045,0.237,0.018,NA,1045,2016-05-21,2016-05-12,2016-05-18,FALSE,"Sentio"
"2016-maj","Sifo",0.257,0.062,0.063,0.04,0.265,0.079,0.041,0.161,0.021,14.8,1937,2016-05-18,2016-05-02,2016-05-12,FALSE,"Sifo"
"2016-maj","Sifo",0.274,0.054,0.059,0.043,0.265,0.082,0.043,0.153,0.016,15.2,1936,2016-05-05,2016-04-25,2016-05-03,FALSE,"Sifo"
"2016-maj","Ipsos",0.245,0.071,0.061,0.032,0.278,0.074,0.035,0.171,0.018,17.1,1203,2016-05-28,2016-05-16,2016-05-25,FALSE,"Ipsos"
"2016-maj","Inizio",0.239,0.047,0.075,0.05,0.243,0.096,0.044,0.188,0.014,8.6,2284,2016-05-20,2016-05-09,2016-05-19,FALSE,"Inizio"
"2016-maj","Novus",0.257,0.065,0.06,0.033,0.259,0.073,0.045,0.177,0.025,6.7,3005,2016-05-12,2016-04-18,2016-05-08,FALSE,"Novus"
"2016-maj","Demoskop",0.255,0.056,0.074,0.033,0.249,0.08,0.051,0.164,0.023,11.7,1254,2016-05-09,2016-04-26,2016-05-03,FALSE,"Demoskop"
"2016-apr","YouGov",0.236,0.036,0.067,0.027,0.235,0.078,0.054,0.236,0.021,NA,1515,2016-04-28,2016-04-15,2016-04-19,FALSE,"YouGov"
"2016-apr","Ipsos",0.281,0.063,0.061,0.033,0.244,0.071,0.048,0.166,0.028,16.3,1200,2016-04-26,2016-04-14,2016-04-25,FALSE,"Ipsos"
"2016-apr","Novus",0.24,0.058,0.068,0.031,0.26,0.071,0.056,0.189,0.019,9.7,4002,2016-04-22,2016-03-21,2016-04-17,FALSE,"Novus"
"2016-apr","Inizio",0.242,0.043,0.073,0.039,0.254,0.081,0.046,0.197,0.014,8.6,2531,2016-04-22,2016-04-07,2016-04-17,FALSE,"Inizio"
"2016-apr","Sifo",0.258,0.055,0.073,0.035,0.267,0.072,0.06,0.157,0.017,11.5,1945,2016-04-20,2016-04-04,2016-04-14,FALSE,"Sifo"
"2016-apr","Sentio",0.211,0.06,0.056,0.03,0.241,0.081,0.046,0.223,0.026,NA,1030,2016-04-18,2016-04-06,2016-04-13,FALSE,"Sentio"
"2016-apr","Demoskop",0.28,0.053,0.063,0.035,0.255,0.077,0.053,0.155,0.022,10.8,1252,2016-04-08,2016-03-29,2016-04-06,FALSE,"Demoskop"
"2016-mar","Novus",0.242,0.053,0.062,0.034,0.249,0.076,0.062,0.199,0.015,7.7,4002,2016-03-26,2016-02-22,2016-03-20,FALSE,"Novus"
"2016-mar","Inizio",0.239,0.04,0.067,0.042,0.272,0.071,0.048,0.189,0.024,7.9,2064,2016-03-23,2016-03-15,2016-03-22,FALSE,"Inizio"
"2016-mar","Ipsos",0.259,0.054,0.061,0.036,0.289,0.073,0.05,0.147,0.019,15.6,1203,2016-03-21,2016-03-10,2016-03-20,FALSE,"Ipsos"
"2016-mar","Skop",0.251,0.051,0.059,0.045,0.267,0.07,0.07,0.163,0.019,NA,1003,2016-03-16,2016-02-16,2016-03-10,FALSE,"Skop"
"2016-mar","YouGov",0.246,0.037,0.057,0.036,0.219,0.072,0.05,0.249,0.022,NA,1517,2016-03-16,2016-03-11,2016-03-14,FALSE,"YouGov"
"2016-mar","Sifo",0.269,0.05,0.061,0.036,0.262,0.074,0.061,0.17,0.011,11.9,1946,2016-03-14,2016-02-29,2016-03-10,FALSE,"Sifo"
"2016-mar","Sentio",0.227,0.042,0.053,0.033,0.221,0.07,0.061,0.24,0.033,NA,1029,2016-03-13,2016-03-03,2016-03-09,FALSE,"Sentio"
"2016-mar","Demoskop",0.245,0.064,0.06,0.031,0.263,0.072,0.057,0.177,0.02,8.6,1254,2016-03-04,2016-02-23,2016-03-02,FALSE,"Demoskop"
"2016-feb","Novus",0.25,0.058,0.066,0.035,0.241,0.072,0.056,0.193,0.02,9.6,4001,2016-02-25,2016-01-25,2016-02-21,FALSE,"Novus"
"2016-feb","YouGov",0.213,0.056,0.056,0.036,0.216,0.081,0.048,0.253,0.032,NA,1526,2016-02-17,2016-02-12,2016-02-15,FALSE,"YouGov"
"2016-feb","Ipsos",0.256,0.074,0.062,0.034,0.251,0.077,0.053,0.162,0.022,17.2,1200,2016-02-22,2016-02-11,2016-02-21,FALSE,"Ipsos"
"2016-feb","Inizio",0.224,0.045,0.087,0.045,0.245,0.066,0.045,0.209,0.025,8.5,2073,2016-02-19,2016-02-07,2016-02-17,FALSE,"Inizio"
"2016-feb","Sifo",0.254,0.06,0.071,0.035,0.252,0.075,0.065,0.166,0.018,11.9,1940,2016-02-15,2016-02-01,2016-02-11,FALSE,"Sifo"
"2016-feb","Sentio",0.218,0.047,0.066,0.03,0.211,0.063,0.053,0.255,0.032,NA,1037,2016-02-10,2016-02-03,2016-02-09,FALSE,"Sentio"
"2016-feb","Demoskop",0.272,0.058,0.066,0.03,0.23,0.071,0.055,0.188,0.019,7.7,1256,2016-02-05,2016-01-26,2016-02-02,FALSE,"Demoskop"
"2016-jan","Ipsos",0.258,0.066,0.072,0.027,0.247,0.066,0.065,0.167,0.013,16.7,1200,2016-01-26,2016-01-14,2016-01-25,FALSE,"Ipsos"
"2016-jan","Novus",0.239,0.061,0.064,0.036,0.244,0.066,0.057,0.203,0.021,7.4,3002,2016-01-25,2016-01-04,2016-01-24,FALSE,"Novus"
"2016-jan","Sifo",0.256,0.06,0.068,0.044,0.232,0.081,0.059,0.182,0.016,12.7,1948,2016-01-23,2016-01-11,2016-01-21,FALSE,"Sifo"
"2016-jan","YouGov",0.214,0.04,0.068,0.031,0.216,0.075,0.042,0.288,0.02,NA,1522,2016-01-21,2016-01-15,2016-01-18,FALSE,"YouGov"
"2016-jan","Inizio",0.213,0.051,0.088,0.044,0.232,0.08,0.046,0.222,0.016,8.8,2520,2016-01-20,2016-01-01,2016-01-19,FALSE,"Inizio"
"2016-jan","Sentio",0.201,0.039,0.079,0.028,0.23,0.069,0.056,0.255,0.029,NA,1008,2016-01-19,2016-01-07,2016-01-13,FALSE,"Sentio"
"2016-jan","Demoskop",0.238,0.063,0.074,0.029,0.273,0.054,0.057,0.187,0.018,10.5,1251,2016-01-15,2016-01-05,2016-01-12,FALSE,"Demoskop"
"2015-dec","Skop",0.238,0.058,0.086,0.033,0.253,0.076,0.067,0.163,0.023,NA,1004,2015-12-30,2015-12-07,2015-12-28,FALSE,"Skop"
"2015-dec","Sifo",0.221,0.066,0.064,0.035,0.26,0.078,0.061,0.19,0.016,14.1,1939,2015-12-21,2015-12-07,2015-12-17,FALSE,"Sifo"
"2015-dec","Sentio",0.178,0.053,0.073,0.03,0.235,0.069,0.056,0.266,0.017,NA,1018,2015-12-17,2015-12-10,2015-12-16,FALSE,"Sentio"
"2015-dec","Novus",0.214,0.058,0.07,0.035,0.247,0.068,0.058,0.22,0.023,8.2,3001,2015-12-17,2015-11-23,2015-12-13,FALSE,"Novus"
"2015-dec","YouGov",0.21,0.049,0.068,0.028,0.223,0.073,0.045,0.269,0.024,NA,1530,2015-12-16,2015-12-10,2015-12-14,FALSE,"YouGov"
"2015-dec","Inizio",0.227,0.049,0.088,0.037,0.231,0.063,0.057,0.222,0.016,9.1,2133,2015-12-16,2015-12-09,2015-12-16,FALSE,"Inizio"
"2015-dec","Ipsos",0.241,0.066,0.068,0.038,0.247,0.073,0.053,0.189,0.019,15.6,1207,2015-12-15,2015-12-03,2015-12-14,FALSE,"Ipsos"
"2015-dec","Demoskop",0.219,0.064,0.07,0.036,0.263,0.07,0.064,0.185,0.018,11.2,1251,2015-12-08,2015-11-24,2015-12-02,FALSE,"Demoskop"
"2015-dec","SCB",0.235,0.055,0.065,0.035,0.276,0.055,0.059,0.199,NA,NA,4972,2015-12-01,2015-11-02,2015-11-25,FALSE,"SCB"
"2015-nov","Novus",0.226,0.052,0.07,0.038,0.244,0.071,0.064,0.207,0.019,7.8,4004,2015-11-26,2015-10-26,2015-11-22,FALSE,"Novus"
"2015-nov","Sifo",0.246,0.058,0.068,0.039,0.268,0.066,0.058,0.176,0.016,14.4,1941,2015-11-22,2015-11-09,2015-11-19,FALSE,"Sifo"
"2015-nov","YouGov",0.206,0.051,0.075,0.036,0.214,0.067,0.055,0.267,0.023,NA,1530,2015-11-19,2015-11-13,2015-11-16,FALSE,"YouGov"
"2015-nov","Ipsos",0.232,0.066,0.063,0.033,0.275,0.068,0.068,0.172,0.016,16.4,1202,2015-11-25,2015-11-13,2015-11-23,FALSE,"Ipsos"
"2015-nov","Inizio",0.215,0.048,0.083,0.056,0.258,0.057,0.055,0.207,0.014,9.2,2054,2015-11-18,2015-11-09,2015-11-16,FALSE,"Inizio"
"2015-nov","Sentio",0.193,0.052,0.074,0.029,0.22,0.065,0.055,0.268,0.025,NA,1045,2015-11-12,2015-11-05,2015-11-10,FALSE,"Sentio"
"2015-nov","Demoskop",0.221,0.054,0.069,0.0352,0.267,0.058,0.072,0.189,0.022,12.8,1250,2015-11-07,2015-10-27,2015-11-04,FALSE,"Demoskop"
"2015-okt","Novus",0.224,0.048,0.069,0.039,0.26,0.066,0.066,0.194,0.021,8.4,4003,2015-10-29,2015-09-28,2015-10-25,FALSE,"Novus"
"2015-okt","Ipsos",0.22,0.063,0.071,0.033,0.277,0.066,0.066,0.176,0.019,14.6,1201,2015-10-27,2015-10-15,2015-10-26,FALSE,"Ipsos"
"2015-okt","Skop",0.238,0.059,0.086,0.037,0.271,0.052,0.078,0.157,0.02,NA,1021,2015-10-23,2015-10-04,2015-10-21,FALSE,"Skop"
"2015-okt","Inizio",0.208,0.042,0.084,0.066,0.262,0.057,0.053,0.205,0.014,9.3,2256,2015-10-22,2015-10-12,2015-10-20,FALSE,"Inizio"
"2015-okt","Sifo",0.238,0.056,0.08,0.037,0.246,0.073,0.071,0.172,0.022,13.1,1940,2015-10-18,2015-10-05,2015-10-15,FALSE,"Sifo"
"2015-okt","YouGov",0.218,0.045,0.062,0.039,0.232,0.07,0.049,0.248,0.025,NA,1542,2015-10-14,2015-10-08,2015-10-12,FALSE,"YouGov"
"2015-okt","Sentio",0.208,0.046,0.067,0.019,0.231,0.079,0.051,0.25,0.034,NA,1043,2015-10-09,2015-10-01,2015-10-08,FALSE,"Sentio"
"2015-okt","Demoskop",0.223,0.047,0.076,0.035,0.252,0.07,0.067,0.195,0.026,13,1252,2015-10-06,2015-09-29,2015-10-06,FALSE,"Demoskop"
"2015-sep","Inizio",0.22,0.041,0.084,0.035,0.256,0.07,0.052,0.212,0.019,9.4,2240,2015-09-25,2015-09-16,2015-09-24,FALSE,"Inizio"
"2015-sep","Ipsos",0.225,0.066,0.071,0.03,0.273,0.066,0.073,0.167,0.019,13.9,1201,2015-09-21,2015-09-09,2015-09-20,FALSE,"Ipsos"
"2015-sep","Sifo",0.228,0.05,0.067,0.037,0.27,0.073,0.072,0.177,0.024,12.1,1916,2015-09-20,2015-09-07,2015-09-17,FALSE,"Sifo"
"2015-sep","YouGov",0.2,0.037,0.075,0.049,0.218,0.065,0.05,0.273,0.025,NA,1515,2015-09-16,2015-09-10,2015-09-14,FALSE,"YouGov"
"2015-sep","Novus",0.231,0.049,0.06,0.032,0.265,0.067,0.059,0.208,0.021,7.8,3002,2015-09-15,2015-08-24,2015-09-13,FALSE,"Novus"
"2015-sep","Sentio",0.198,0.041,0.066,0.026,0.241,0.049,0.067,0.265,0.027,NA,786,2015-09-10,2015-09-03,2015-09-09,FALSE,"Sentio"
"2015-sep","Inizio",0.211,0.051,0.096,0.042,0.249,0.062,0.048,0.215,0.017,9.8,1808,2015-09-10,2015-09-02,2015-09-09,FALSE,"Inizio"
"2015-sep","Demoskop",0.231,0.053,0.072,0.035,0.252,0.065,0.064,0.195,0.023,10.3,1262,2015-09-05,2015-08-25,2015-09-02,FALSE,"Demoskop"
"2015-aug","Novus",0.233,0.052,0.067,0.033,0.251,0.073,0.067,0.194,0.021,6.8,3005,2015-08-25,2015-08-03,2015-08-23,FALSE,"Novus"
"2015-aug","Ipsos",0.238,0.054,0.062,0.035,0.268,0.066,0.068,0.178,0.02,14.6,1201,2015-08-25,2015-08-14,2015-08-24,FALSE,"Ipsos"
"2015-aug","Sifo",0.245,0.047,0.061,0.04,0.263,0.065,0.076,0.178,0.017,13.8,1930,2015-08-21,2015-08-10,2015-08-20,FALSE,"Sifo"
"2015-aug","YouGov",0.21,0.044,0.056,0.037,0.234,0.068,0.064,0.252,0.028,NA,1527,2015-08-20,2015-08-14,2015-08-17,FALSE,"YouGov"
"2015-aug","Sentio",0.211,0.046,0.078,0.02,0.235,0.075,0.064,0.234,0.023,NA,1013,2015-08-20,2015-08-13,2015-08-19,FALSE,"Sentio"
"2015-aug","Inizio",0.243,0.04,0.086,0.045,0.214,0.065,0.057,0.208,0.019,9.8,2132,2015-08-20,2015-08-11,2015-08-19,FALSE,"Inizio"
"2015-jul","Sentio",0.208,0.044,0.067,0.031,0.241,0.064,0.064,0.233,0.024,NA,1039,2015-07-23,2015-07-16,2015-07-22,FALSE,"Sentio"
"2015-jul","Demoskop",0.231,0.047,0.066,0.042,0.255,0.068,0.071,0.187,0.024,11.9,1250,2015-07-09,2015-06-30,2015-07-07,FALSE,"Demoskop"
"2015-jun","Skop",0.254,0.046,0.074,0.036,0.297,0.057,0.075,0.14,0.016,8,1006,2015-06-29,2015-06-08,2015-06-25,FALSE,"Skop"
"2015-jun","Inizio",0.243,0.04,0.08,0.031,0.273,0.067,0.057,0.179,0.021,9.6,2483,2015-06-27,2015-06-20,2015-06-24,FALSE,"Inizio"
"2015-jun","Ipsos",0.266,0.054,0.068,0.035,0.277,0.068,0.067,0.14,0.019,12.4,1201,2015-06-22,2015-06-05,2015-06-15,FALSE,"Ipsos"
"2015-jun","Novus",0.25,0.049,0.064,0.04,0.264,0.065,0.06,0.18,0.018,8.4,3942,2015-06-18,2015-05-18,2015-06-14,FALSE,"Novus"
"2015-jun","YouGov",0.236,0.052,0.066,0.034,0.247,0.069,0.059,0.201,0.023,NA,1543,2015-06-18,2015-06-12,2015-06-15,FALSE,"YouGov"
"2015-jun","Sentio",0.238,0.037,0.063,0.021,0.239,0.069,0.068,0.221,0.031,NA,1025,2015-06-18,2015-06-11,2015-06-17,FALSE,"Sentio"
"2015-jun","Sifo",0.25,0.046,0.079,0.041,0.271,0.062,0.066,0.152,0.024,13,1941,2015-06-14,2015-06-01,2015-06-11,FALSE,"Sifo"
"2015-jun","Demoskop",0.261,0.047,0.073,0.037,0.259,0.068,0.068,0.157,0.019,13,1250,2015-06-08,2015-05-27,2015-06-03,FALSE,"Demoskop"
"2015-jun","SCB",0.256,0.049,0.064,0.037,0.3,0.062,0.066,0.144,NA,NA,6067,2015-06-05,2015-04-27,2015-05-27,FALSE,"SCB"
"2015-maj","Sentio",0.243,0.042,0.085,0.022,0.243,0.065,0.055,0.194,NA,NA,1043,2015-05-30,2015-05-21,2015-05-27,FALSE,"Sentio"
"2015-maj","Inizio",0.233,0.046,0.085,0.04,0.269,0.067,0.056,0.172,0.019,9.5,2411,2015-05-29,2015-05-10,2015-05-25,FALSE,"Inizio"
"2015-maj","Ipsos",0.261,0.054,0.068,0.035,0.277,0.068,0.067,0.14,0.019,14.8,1200,2015-05-26,2015-05-12,2015-05-25,FALSE,"Ipsos"
"2015-maj","YouGov",0.229,0.049,0.066,0.035,0.261,0.067,0.054,0.197,0.029,NA,1492,2015-05-21,2015-05-13,2015-05-18,FALSE,"YouGov"
"2015-maj","Novus",0.257,0.045,0.067,0.035,0.258,0.068,0.072,0.168,0.018,7.2,4002,2015-05-21,2015-04-20,2015-05-17,FALSE,"Novus"
"2015-maj","Sifo",0.247,0.057,0.072,0.032,0.259,0.075,0.082,0.147,0.023,13.7,1931,2015-05-16,2015-05-04,2015-05-12,FALSE,"Sifo"
"2015-maj","Demoskop",0.258,0.053,0.062,0.042,0.277,0.063,0.064,0.15,0.022,13.4,1251,2015-05-08,2015-04-28,2015-05-06,FALSE,"Demoskop"
"2015-maj","Inizio",0.241,0.049,0.076,0.043,0.273,0.055,0.064,0.164,0.022,9.5,2185,2015-05-01,2015-04-22,2015-04-30,FALSE,"Inizio"
"2015-apr","Ipsos",0.258,0.06,0.049,0.041,0.277,0.065,0.068,0.146,0.021,14,1203,2015-04-29,2015-04-16,2015-04-27,FALSE,"Ipsos"
"2015-apr","YouGov",0.235,0.049,0.063,0.037,0.262,0.066,0.056,0.195,0.027,NA,1528,2015-04-24,2015-04-17,2015-04-20,FALSE,"YouGov"
"2015-apr","Novus",0.255,0.052,0.059,0.037,0.271,0.071,0.068,0.158,0.022,6.6,4011,2015-04-23,2015-03-23,2015-04-19,FALSE,"Novus"
"2015-apr","Inizio",0.244,0.035,0.073,0.045,0.288,0.067,0.061,0.163,0.014,10,2280,2015-04-20,2015-04-07,2015-04-15,FALSE,"Inizio"
"2015-apr","Sifo",0.247,0.056,0.065,0.039,0.274,0.066,0.089,0.125,0.026,14.8,1936,2015-04-18,2015-04-07,2015-04-16,FALSE,"Sifo"
"2015-apr","Sentio",0.255,0.041,0.056,0.035,0.256,0.074,0.056,0.178,0.029,NA,1046,2015-04-16,2015-04-09,2015-04-14,FALSE,"Sentio"
"2015-apr","Demoskop",0.25,0.053,0.065,0.038,0.283,0.061,0.069,0.157,0.019,11.2,1253,2015-04-11,2015-03-31,2015-04-08,FALSE,"Demoskop"
"2015-mar","Novus",0.242,0.049,0.056,0.042,0.31,0.053,0.065,0.152,0.02,6.1,2500,2015-03-26,2015-02-23,2015-03-22,FALSE,"Novus"
"2015-mar","YouGov",0.211,0.052,0.063,0.046,0.291,0.056,0.058,0.185,0.027,NA,1514,2015-03-20,2015-03-13,2015-03-16,FALSE,"YouGov"
"2015-mar","Ipsos",0.248,0.058,0.047,0.038,0.307,0.067,0.072,0.128,0.023,13.4,1202,2015-03-19,2015-03-09,2015-03-17,FALSE,"Ipsos"
"2015-mar","Skop",0.244,0.061,0.064,0.036,0.306,0.063,0.071,0.129,0.022,5,1035,2015-03-16,2015-02-19,2015-03-11,FALSE,"Skop"
"2015-mar","Sifo",0.239,0.051,0.066,0.04,0.298,0.065,0.066,0.139,0.025,15.1,1956,2015-03-16,2015-03-02,2015-03-12,FALSE,"Sifo"
"2015-mar","Inizio",0.247,0.038,0.061,0.052,0.288,0.064,0.057,0.16,0.02,9.6,1844,2015-03-16,2015-03-05,2015-03-15,FALSE,"Inizio"
"2015-mar","Sentio",0.222,0.047,0.068,0.038,0.282,0.077,0.066,0.166,NA,16,1043,2015-03-12,2015-03-05,2015-03-11,FALSE,"Sentio"
"2015-mar","Demoskop",0.241,0.045,0.065,0.037,0.313,0.058,0.062,0.142,0.021,10.6,1250,2015-03-06,2015-02-24,2015-03-04,FALSE,"Demoskop"
"2015-feb","Novus",0.234,0.04,0.059,0.046,0.309,0.07,0.061,0.15,0.022,6.1,2000,2015-02-26,2015-01-26,2015-02-22,FALSE,"Novus"
"2015-feb","Ipsos",0.237,0.052,0.06,0.037,0.314,0.063,0.075,0.136,0.02,13.2,1202,2015-02-24,2015-02-12,2015-02-23,FALSE,"Ipsos"
"2015-feb","Sentio",0.231,0.048,0.059,0.037,0.285,0.059,0.072,0.166,NA,14,1046,2015-02-20,2015-02-12,2015-02-18,FALSE,"Sentio"
"2015-feb","Sifo",0.221,0.052,0.07,0.047,0.289,0.072,0.079,0.13,0.027,13.4,1921,2015-02-15,2015-02-02,2015-02-12,FALSE,"Sifo"
"2015-feb","Inizio",0.243,0.039,0.072,0.053,0.303,0.056,0.058,0.148,0.015,9.2,1974,2015-02-15,2015-02-02,2015-02-11,FALSE,"Inizio"
"2015-feb","YouGov",0.218,0.044,0.067,0.035,0.301,0.058,0.063,0.19,0.02,NA,1531,2015-02-11,2015-02-05,2015-02-09,FALSE,"YouGov"
"2015-feb","Demoskop",0.243,0.045,0.058,0.047,0.306,0.065,0.069,0.14,0.022,10.7,1255,2015-02-07,2015-01-27,2015-02-04,FALSE,"Demoskop"
"2015-jan","Ipsos",0.232,0.062,0.05,0.038,0.343,0.058,0.063,0.131,0.015,11.8,1202,2015-01-31,2015-01-12,2015-01-26,FALSE,"Ipsos"
"2015-jan","Sifo",0.24,0.051,0.058,0.037,0.297,0.069,0.074,0.133,0.031,12.1,1939,2015-01-25,2015-01-12,2015-01-22,FALSE,"Sifo"
"2015-jan","Novus",0.241,0.043,0.066,0.043,0.3,0.053,0.064,0.165,0.022,8.1,2007,2015-01-22,2014-12-22,2015-01-18,FALSE,"Novus"
"2015-jan","Inizio",0.248,0.035,0.061,0.049,0.33,0.054,0.055,0.136,0.019,8.6,2065,2015-01-16,2015-01-07,2015-01-15,FALSE,"Inizio"
"2015-jan","Sentio",0.237,0.048,0.054,0.039,0.297,0.07,0.056,0.158,0.028,NA,1040,2015-01-15,2015-01-08,2015-01-13,FALSE,"Sentio"
"2015-jan","Sifo",0.231,0.05,0.067,0.034,0.333,0.056,0.067,0.134,0.017,NA,1075,2015-01-11,2015-01-07,2015-01-08,FALSE,"Sifo"
"2015-jan","Demoskop",0.244,0.048,0.053,0.041,0.323,0.053,0.066,0.144,0.021,10.5,1254,2015-01-10,2014-12-30,2015-01-07,FALSE,"Demoskop"
"2014-dec","YouGov",0.232,0.037,0.057,0.055,0.306,0.06,0.057,0.169,0.02,NA,1508,2014-12-29,2014-12-19,2014-12-27,FALSE,"YouGov"
"2014-dec","Sifo",0.245,0.057,0.061,0.037,0.31,0.059,0.074,0.129,0.024,13.1,1929,2014-12-21,2014-12-08,2014-12-18,FALSE,"Sifo"
"2014-dec","Inizio",0.279,0.042,0.066,0.042,0.305,0.041,0.061,0.132,0.019,9.4,1329,2014-12-18,2014-12-11,2014-12-17,FALSE,"Inizio"
"2014-dec","Ipsos",0.263,0.056,0.051,0.039,0.32,0.054,0.067,0.125,0.015,11.7,1403,2014-12-18,2014-12-08,2014-12-15,FALSE,"Ipsos"
"2014-dec","Novus",0.237,0.043,0.066,0.039,0.32,0.053,0.06,0.16,0.011,8.5,1786,2014-12-16,2014-12-03,2014-12-14,FALSE,"Novus"
"2014-dec","Sentio",0.245,0.037,0.055,0.039,0.297,0.051,0.072,0.175,NA,16.3,1043,2014-12-11,2014-12-04,2014-12-10,FALSE,"Sentio"
"2014-dec","Inizio",0.269,0.048,0.074,0.043,0.31,0.042,0.058,0.14,0.013,8.3,1574,2014-12-11,2014-12-04,2014-12-10,FALSE,"Inizio"
"2014-dec","YouGov",0.231,0.05,0.057,0.042,0.296,0.047,0.069,0.177,0.025,NA,1010,2014-12-07,2014-12-04,2014-12-05,FALSE,"YouGov"
"2014-dec","Demoskop",0.261,0.055,0.061,0.04,0.273,0.064,0.079,0.135,0.023,10.5,1250,2014-12-05,2014-11-25,2014-12-03,FALSE,"Demoskop"
"2014-dec","Inizio",0.245,0.061,0.063,0.037,0.298,0.062,0.075,0.12,0.029,8.8,2768,2014-12-04,2014-11-17,2014-12-02,FALSE,"Inizio"
"2014-dec","Sentio",0.239,0.062,0.062,0.023,0.274,0.074,0.075,0.164,NA,NA,1045,2014-12-02,2014-11-25,2014-11-30,FALSE,"Sentio"
"2014-dec","SCB",0.242,0.053,0.06,0.037,0.322,0.057,0.072,0.124,NA,NA,5075,2014-12-01,2014-10-29,2014-11-25,FALSE,"SCB"
"2014-nov","Ipsos",0.265,0.064,0.062,0.028,0.285,0.062,0.074,0.125,0.024,12.7,1587,2014-11-29,2014-11-13,2014-11-24,FALSE,"Ipsos"
"2014-nov","Skop",0.253,0.053,0.068,0.042,0.307,0.064,0.067,0.118,0.019,5,1020,2014-11-27,2014-11-04,2014-11-24,FALSE,"Skop"
"2014-nov","Sifo",0.256,0.055,0.061,0.039,0.284,0.059,0.084,0.121,0.028,11.6,1932,2014-11-23,2014-11-10,2014-11-20,FALSE,"Sifo"
"2014-nov","Novus",0.258,0.052,0.071,0.04,0.286,0.063,0.079,0.123,0.022,6.1,2009,2014-11-13,2014-10-13,2014-11-09,FALSE,"Novus"
"2014-nov","Demoskop",0.251,0.048,0.062,0.042,0.283,0.071,0.07,0.138,0.026,10.6,1250,2014-11-08,2014-10-28,2014-11-05,FALSE,"Demoskop"
"2014-nov","Inizio",0.24,0.056,0.059,0.042,0.306,0.059,0.073,0.129,0.028,7.9,2742,2014-11-03,2014-10-15,2014-10-30,FALSE,"Inizio"
"2014-okt","Ipsos",0.241,0.055,0.058,0.039,0.307,0.062,0.079,0.125,0.025,11.9,2003,2014-10-24,2014-10-09,2014-10-21,FALSE,"Ipsos"
"2014-okt","Sifo",0.247,0.049,0.061,0.045,0.266,0.071,0.1,0.124,0.03,10.8,1921,2014-10-19,2014-10-06,2014-10-16,FALSE,"Sifo"
"2014-okt","Novus",0.246,0.058,0.057,0.041,0.303,0.057,0.071,0.132,0.029,5.4,1999,2014-10-16,2014-09-15,2014-10-12,FALSE,"Novus"
"2014-okt","Sentio",0.251,0.051,0.051,0.028,0.273,0.052,0.069,0.167,0.029,NA,1042,2014-10-14,2014-10-02,2014-10-08,FALSE,"Sentio"
"2014-okt","Demoskop",0.241,0.055,0.058,0.039,0.303,0.06,0.081,0.133,0.021,8.6,1250,2014-10-13,2014-09-30,2014-10-08,FALSE,"Demoskop"
"2014-sep","Ipsos",0.24,0.056,0.061,0.042,0.307,0.062,0.071,0.124,0.029,11.9,1514,2014-09-26,2014-09-17,2014-09-24,FALSE,"Ipsos"
